Revision ID,Timestamp,User,Is Expert,Type,Status,Reverted By,Change Size,Summary
34087435,"17:44, 19 February 2026",MiscBot,False,deletion,active,,-132,(Removing Related Articles section)
34071398,"00:25, 19 February 2026",MiscBot,False,revert,active,,134,(Reverting the Related Articles section removal)
34055534,"17:09, 18 February 2026",MiscBot,False,deletion,active,,-134,(Removing Related Articles section)
33381936,"20:02, 7 May 2025",198.163.212.31,False,deletion,active,,-12,
33381935,"20:01, 7 May 2025",198.163.212.31,False,addition,active,,12,
33247110,"13:32, 17 March 2025",Wikiphoto,False,addition,active,,26,(Updating Reader Video Section)
33197972,"02:45, 1 March 2025",Seymour Edits,False,sourcing,active,,524,(Added and replaced sources for the wikiHaus content team.)
33197235,"20:17, 28 February 2025",Wikiphoto,False,addition,active,,48,(Updating Reader Video Section)
32809970,"16:49, 26 September 2024",MaddieIsGone,False,revert,active,,2,(RCP reverted edits by Kopietza (talk) to  revision #32590804 by RedirectsBot)
32809300,"14:36, 26 September 2024",Kopietza,False,deletion,reverted,MaddieIsGone,-2,
32590804,"03:02, 21 June 2024",RedirectsBot,False,addition,reverted,MaddieIsGone,17,(Updating link to point directly to article instead of redirect)
32583814,"19:28, 17 June 2024",WikiHow Projects,False,addition,active,,94,
32547028,"14:06, 2 June 2024",Eric,False,revert,active,,-229,(Reverted edits by 101.161.90.186 (Talk); changed back to last version by RedirectsBot)
32546939,"11:53, 2 June 2024",101.161.90.186,False,addition,reverted,Eric,121,
32546937,"11:51, 2 June 2024",101.161.90.186,False,addition,reverted,Eric,108,
32253212,"04:03, 2 February 2024",RedirectsBot,False,deletion,reverted,MaddieIsGone,-9,(Updating link to point directly to article instead of redirect)
32178428,"19:27, 2 January 2024",Seymour Edits,False,deletion,active,,-12,(fixed ingredients & m1 header)
31769120,"21:13, 7 July 2023",Seymour Edits,False,deletion,active,,-339,(cut TYSK)
31660384,"01:38, 26 May 2023",Wikiphoto,False,addition,active,,286,(undoing motion to static)
31644278,"08:35, 20 May 2023",Votebot,False,deletion,active,,-1,(reordering tips and warnings based on votes)
31599854,"05:20, 5 May 2023",Wikiphoto,False,deletion,active,,-286,(changing some videos to static images)
31529543,"12:43, 14 April 2023",WikiHow Projects,False,addition,active,,237,
31479090,"19:48, 28 March 2023",Seymour Edits,False,addition,active,,120,(Added expert citations)
31454968,"17:24, 20 March 2023",Seymour Edits,False,major_addition,active,,658,(Added expert citations)
31390117,"09:40, 26 February 2023",Votebot,False,adjustment,active,,0,(reordering tips and warnings based on votes)
31386926,"19:47, 24 February 2023",Seymour Edits,False,deletion,active,,-213,"(Revisions: intro, measurements)"
